:START_ID,:END_ID,degree:float,:TYPE
p_4801,p_4,73,RELATIVE_WITH
p_5351,p_3821,95,RELATIVE_WITH
p_873,p_5825,27,RELATIVE_WITH
p_3190,p_4117,21,RELATIVE_WITH
p_8247,p_6478,49,RELATIVE_WITH
p_225,p_1939,77,RELATIVE_WITH
p_5990,p_6133,35,RELATIVE_WITH
p_2220,p_8810,6,RELATIVE_WITH
p_4089,p_2182,64,RELATIVE_WITH
p_1533,p_5476,92,RELATIVE_WITH
p_6740,p_796,38,RELATIVE_WITH
p_3404,p_2165,39,RELATIVE_WITH
p_6414,p_4403,58,RELATIVE_WITH
p_316,p_233,37,RELATIVE_WITH
p_7476,p_6885,38,RELATIVE_WITH
p_2084,p_991,78,RELATIVE_WITH
p_3057,p_1827,69,RELATIVE_WITH
p_9545,p_929,93,RELATIVE_WITH
p_3277,p_2405,11,RELATIVE_WITH
p_1740,p_4736,16,RELATIVE_WITH
p_6701,p_6343,46,RELATIVE_WITH
p_6454,p_5814,95,RELATIVE_WITH
p_2951,p_3263,67,RELATIVE_WITH
p_3155,p_2900,39,RELATIVE_WITH
p_7839,p_8897,18,RELATIVE_WITH
p_3449,p_8488,85,RELATIVE_WITH
p_7896,p_8672,97,RELATIVE_WITH
p_6311,p_5336,80,RELATIVE_WITH
p_3687,p_6452,26,RELATIVE_WITH
p_1796,p_8455,25,RELATIVE_WITH
p_4700,p_2447,9,RELATIVE_WITH
p_2242,p_8358,73,RELATIVE_WITH
p_8608,p_551,28,RELATIVE_WITH
p_2449,p_7797,62,RELATIVE_WITH
p_3012,p_89,61,RELATIVE_WITH
p_795,p_8271,84,RELATIVE_WITH
p_5009,p_7873,0,RELATIVE_WITH
p_1835,p_4702,50,RELATIVE_WITH
p_215,p_9265,98,RELATIVE_WITH
p_84,p_4560,40,RELATIVE_WITH
p_7674,p_9585,68,RELATIVE_WITH
p_2456,p_1090,11,RELATIVE_WITH
p_7079,p_5908,28,RELATIVE_WITH
p_7492,p_1455,91,RELATIVE_WITH
p_5332,p_9486,36,RELATIVE_WITH
p_6146,p_6852,11,RELATIVE_WITH
p_1442,p_3849,36,RELATIVE_WITH
p_7781,p_3150,49,RELATIVE_WITH
p_2676,p_881,48,RELATIVE_WITH
p_6596,p_3529,60,RELATIVE_WITH
p_1429,p_4163,21,RELATIVE_WITH
p_6658,p_1806,41,RELATIVE_WITH
p_2189,p_968,41,RELATIVE_WITH
p_2766,p_4946,54,RELATIVE_WITH
p_3157,p_4915,44,RELATIVE_WITH
p_1861,p_8054,39,RELATIVE_WITH
p_5361,p_376,71,RELATIVE_WITH
p_8187,p_6025,29,RELATIVE_WITH
p_7515,p_1471,15,RELATIVE_WITH
p_495,p_1435,56,RELATIVE_WITH
p_3198,p_702,42,RELATIVE_WITH
p_8461,p_1081,40,RELATIVE_WITH
p_1567,p_2102,37,RELATIVE_WITH
p_9194,p_8251,93,RELATIVE_WITH
p_2724,p_5384,2,RELATIVE_WITH
p_593,p_3885,96,RELATIVE_WITH
p_9256,p_527,43,RELATIVE_WITH
p_946,p_1094,64,RELATIVE_WITH
p_4518,p_9855,38,RELATIVE_WITH
p_6355,p_5285,88,RELATIVE_WITH
p_5871,p_6606,97,RELATIVE_WITH
p_3459,p_7865,23,RELATIVE_WITH
p_7789,p_4300,60,RELATIVE_WITH
p_6387,p_4911,17,RELATIVE_WITH
p_7737,p_8511,9,RELATIVE_WITH
p_5678,p_5139,55,RELATIVE_WITH
p_8473,p_4810,66,RELATIVE_WITH
p_9163,p_8132,27,RELATIVE_WITH
p_4491,p_3361,35,RELATIVE_WITH
p_6160,p_7928,90,RELATIVE_WITH
p_7675,p_5384,39,RELATIVE_WITH
p_4516,p_710,70,RELATIVE_WITH
p_6853,p_9173,95,RELATIVE_WITH
p_1919,p_8541,34,RELATIVE_WITH
p_873,p_550,62,RELATIVE_WITH
p_7457,p_7342,4,RELATIVE_WITH
p_5421,p_6097,34,RELATIVE_WITH
p_152,p_3728,78,RELATIVE_WITH
p_5609,p_233,57,RELATIVE_WITH
p_8793,p_8276,33,RELATIVE_WITH
p_9346,p_4693,95,RELATIVE_WITH
p_3275,p_4431,60,RELATIVE_WITH
p_9079,p_6275,76,RELATIVE_WITH
p_1012,p_6866,10,RELATIVE_WITH
p_6222,p_7754,65,RELATIVE_WITH
p_4644,p_8425,22,RELATIVE_WITH
p_8209,p_2768,59,RELATIVE_WITH
p_8137,p_814,47,RELATIVE_WITH
p_4384,p_6822,39,RELATIVE_WITH
p_9855,p_8445,78,RELATIVE_WITH
p_3942,p_7645,92,RELATIVE_WITH
p_5555,p_1990,88,RELATIVE_WITH
p_3973,p_5999,12,RELATIVE_WITH
p_2074,p_6593,45,RELATIVE_WITH
p_2713,p_9959,82,RELATIVE_WITH
p_7407,p_7031,39,RELATIVE_WITH
p_1269,p_2156,77,RELATIVE_WITH
p_3455,p_9877,28,RELATIVE_WITH
p_6655,p_7859,87,RELATIVE_WITH
p_8579,p_2581,51,RELATIVE_WITH
p_4015,p_7893,94,RELATIVE_WITH
p_5665,p_2128,40,RELATIVE_WITH
p_6753,p_6796,54,RELATIVE_WITH
p_3359,p_8808,33,RELATIVE_WITH
p_8724,p_8545,51,RELATIVE_WITH
p_2217,p_3425,47,RELATIVE_WITH
p_3302,p_8091,26,RELATIVE_WITH
p_8176,p_6759,95,RELATIVE_WITH
p_6334,p_3544,89,RELATIVE_WITH
p_8162,p_1705,63,RELATIVE_WITH
p_3519,p_4774,44,RELATIVE_WITH
p_4841,p_3532,82,RELATIVE_WITH
p_9560,p_8359,28,RELATIVE_WITH
p_8175,p_6250,2,RELATIVE_WITH
p_4896,p_5275,54,RELATIVE_WITH
p_5367,p_9388,50,RELATIVE_WITH
p_526,p_139,30,RELATIVE_WITH
p_1945,p_2434,41,RELATIVE_WITH
p_4896,p_7049,40,RELATIVE_WITH
p_5351,p_6832,67,RELATIVE_WITH
p_478,p_5776,26,RELATIVE_WITH
p_1141,p_7841,61,RELATIVE_WITH
p_6412,p_9253,19,RELATIVE_WITH
p_7408,p_8269,43,RELATIVE_WITH
p_3324,p_7705,56,RELATIVE_WITH
p_7367,p_4620,41,RELATIVE_WITH
p_2414,p_3960,52,RELATIVE_WITH
p_2036,p_3685,11,RELATIVE_WITH
p_6490,p_6572,92,RELATIVE_WITH
p_7901,p_9978,66,RELATIVE_WITH
p_6667,p_5861,10,RELATIVE_WITH
p_2564,p_7116,36,RELATIVE_WITH
p_1470,p_2336,31,RELATIVE_WITH
p_1608,p_7751,37,RELATIVE_WITH
p_6313,p_3496,89,RELATIVE_WITH
p_8493,p_4238,50,RELATIVE_WITH
p_9807,p_2324,76,RELATIVE_WITH
p_7907,p_3233,12,RELATIVE_WITH
p_4613,p_2435,69,RELATIVE_WITH
p_2266,p_672,55,RELATIVE_WITH
p_832,p_2651,37,RELATIVE_WITH
p_182,p_7302,60,RELATIVE_WITH
p_9858,p_951,46,RELATIVE_WITH
p_5567,p_5251,56,RELATIVE_WITH
p_7034,p_1594,46,RELATIVE_WITH
p_5693,p_9404,33,RELATIVE_WITH
p_7774,p_7294,79,RELATIVE_WITH
p_7108,p_4844,23,RELATIVE_WITH
p_6318,p_9365,82,RELATIVE_WITH
p_2631,p_2765,34,RELATIVE_WITH
p_1504,p_6533,9,RELATIVE_WITH
p_2482,p_2853,93,RELATIVE_WITH
p_4747,p_211,15,RELATIVE_WITH
p_7503,p_8502,75,RELATIVE_WITH
p_2510,p_8690,37,RELATIVE_WITH
p_3330,p_7973,95,RELATIVE_WITH
p_9945,p_5583,86,RELATIVE_WITH
p_5687,p_6139,57,RELATIVE_WITH
p_1351,p_5944,53,RELATIVE_WITH
p_1725,p_5709,88,RELATIVE_WITH
p_2048,p_3446,53,RELATIVE_WITH
p_9163,p_7940,87,RELATIVE_WITH
p_5045,p_909,26,RELATIVE_WITH
p_8317,p_3252,2,RELATIVE_WITH
p_8634,p_3437,56,RELATIVE_WITH
p_6988,p_6536,40,RELATIVE_WITH
p_2019,p_9633,91,RELATIVE_WITH
p_4718,p_3701,60,RELATIVE_WITH
p_9663,p_5522,14,RELATIVE_WITH
p_8209,p_6282,6,RELATIVE_WITH
p_966,p_2489,70,RELATIVE_WITH
p_5145,p_799,61,RELATIVE_WITH
p_4295,p_6660,62,RELATIVE_WITH
p_8415,p_8723,36,RELATIVE_WITH
p_7595,p_6246,3,RELATIVE_WITH
p_1018,p_6797,64,RELATIVE_WITH
p_850,p_68,27,RELATIVE_WITH
p_9678,p_5744,49,RELATIVE_WITH
p_5887,p_4831,68,RELATIVE_WITH
p_149,p_979,2,RELATIVE_WITH
p_252,p_8005,8,RELATIVE_WITH
p_2952,p_2439,19,RELATIVE_WITH
p_9534,p_8532,79,RELATIVE_WITH
p_6359,p_3496,29,RELATIVE_WITH
p_2461,p_6088,24,RELATIVE_WITH
p_5531,p_9012,9,RELATIVE_WITH
p_5693,p_6652,97,RELATIVE_WITH
p_4161,p_9455,56,RELATIVE_WITH
p_9807,p_9729,50,RELATIVE_WITH
p_9032,p_2279,50,RELATIVE_WITH
p_7092,p_886,69,RELATIVE_WITH
p_3126,p_7034,12,RELATIVE_WITH
p_8643,p_8356,77,RELATIVE_WITH
p_3659,p_156,15,RELATIVE_WITH
p_710,p_9814,44,RELATIVE_WITH
p_2600,p_380,11,RELATIVE_WITH
p_6436,p_9620,62,RELATIVE_WITH
p_3193,p_2417,54,RELATIVE_WITH
p_7639,p_9950,55,RELATIVE_WITH
p_1306,p_9390,89,RELATIVE_WITH
p_6015,p_8949,71,RELATIVE_WITH
p_8596,p_947,98,RELATIVE_WITH
p_5851,p_7425,36,RELATIVE_WITH
p_2453,p_6444,26,RELATIVE_WITH
p_854,p_6148,92,RELATIVE_WITH
p_8082,p_3297,95,RELATIVE_WITH
p_6775,p_4138,3,RELATIVE_WITH
p_5614,p_3726,73,RELATIVE_WITH
p_2986,p_3808,79,RELATIVE_WITH
p_3700,p_734,92,RELATIVE_WITH
p_4859,p_6336,63,RELATIVE_WITH
p_4867,p_2752,33,RELATIVE_WITH
p_8573,p_7229,62,RELATIVE_WITH
p_2733,p_4437,92,RELATIVE_WITH
p_9177,p_6430,5,RELATIVE_WITH
p_8153,p_8536,79,RELATIVE_WITH
p_4451,p_7458,34,RELATIVE_WITH
p_6957,p_7624,74,RELATIVE_WITH
p_4331,p_8781,95,RELATIVE_WITH
p_2044,p_3601,96,RELATIVE_WITH
p_5024,p_8551,92,RELATIVE_WITH
p_7927,p_4800,8,RELATIVE_WITH
p_9112,p_7153,82,RELATIVE_WITH
p_4067,p_998,98,RELATIVE_WITH
p_4929,p_4383,90,RELATIVE_WITH
p_7252,p_9807,59,RELATIVE_WITH
p_9623,p_7620,22,RELATIVE_WITH
p_8100,p_6434,61,RELATIVE_WITH
p_552,p_4025,97,RELATIVE_WITH
p_9088,p_6180,73,RELATIVE_WITH
p_296,p_4543,78,RELATIVE_WITH
p_8014,p_8899,46,RELATIVE_WITH
p_9436,p_2661,27,RELATIVE_WITH
p_8254,p_8740,89,RELATIVE_WITH
p_3447,p_3622,86,RELATIVE_WITH
p_4546,p_234,78,RELATIVE_WITH
p_2055,p_9216,51,RELATIVE_WITH
p_4990,p_2242,17,RELATIVE_WITH
p_785,p_5128,21,RELATIVE_WITH
p_4705,p_7017,36,RELATIVE_WITH
p_719,p_7105,62,RELATIVE_WITH
p_3168,p_6394,41,RELATIVE_WITH
p_7030,p_881,41,RELATIVE_WITH
p_8350,p_6889,22,RELATIVE_WITH
p_4242,p_9651,43,RELATIVE_WITH
p_8339,p_2543,56,RELATIVE_WITH
p_9011,p_3339,77,RELATIVE_WITH
p_4564,p_4048,44,RELATIVE_WITH
p_2902,p_4023,20,RELATIVE_WITH
p_7353,p_7858,66,RELATIVE_WITH
p_8479,p_4136,45,RELATIVE_WITH
p_6076,p_7192,91,RELATIVE_WITH
p_644,p_9800,32,RELATIVE_WITH
p_2431,p_6234,50,RELATIVE_WITH
p_1835,p_231,59,RELATIVE_WITH
p_8182,p_4651,2,RELATIVE_WITH
p_9149,p_1441,71,RELATIVE_WITH
p_7611,p_1129,73,RELATIVE_WITH
p_889,p_8446,40,RELATIVE_WITH
p_4847,p_6173,45,RELATIVE_WITH
p_4597,p_115,48,RELATIVE_WITH
p_829,p_8918,48,RELATIVE_WITH
p_609,p_9405,57,RELATIVE_WITH
p_2101,p_7295,95,RELATIVE_WITH
p_2484,p_3006,4,RELATIVE_WITH
p_6291,p_922,99,RELATIVE_WITH
p_6462,p_4440,8,RELATIVE_WITH
p_2265,p_3516,94,RELATIVE_WITH
p_3611,p_312,18,RELATIVE_WITH
p_2174,p_2995,21,RELATIVE_WITH
p_3209,p_9914,95,RELATIVE_WITH
p_9788,p_5179,69,RELATIVE_WITH
p_6148,p_8502,9,RELATIVE_WITH
p_3242,p_2757,23,RELATIVE_WITH
p_2277,p_1814,6,RELATIVE_WITH
p_4218,p_3280,52,RELATIVE_WITH
p_5792,p_7466,10,RELATIVE_WITH
p_3911,p_1016,23,RELATIVE_WITH
p_21,p_3596,90,RELATIVE_WITH
p_7063,p_7814,74,RELATIVE_WITH
p_8283,p_5602,61,RELATIVE_WITH
p_7878,p_1159,27,RELATIVE_WITH
p_7058,p_4789,85,RELATIVE_WITH
p_4668,p_5935,67,RELATIVE_WITH
p_307,p_2043,89,RELATIVE_WITH
p_8329,p_2072,10,RELATIVE_WITH
p_9918,p_1235,88,RELATIVE_WITH
p_4826,p_3479,98,RELATIVE_WITH
p_596,p_4728,68,RELATIVE_WITH
p_5598,p_9315,79,RELATIVE_WITH
p_5447,p_7158,77,RELATIVE_WITH
p_1295,p_9589,28,RELATIVE_WITH
p_2858,p_2330,69,RELATIVE_WITH
p_9972,p_5022,33,RELATIVE_WITH
p_9893,p_7922,83,RELATIVE_WITH
p_1700,p_3888,77,RELATIVE_WITH
p_1680,p_3764,26,RELATIVE_WITH
p_3025,p_9180,75,RELATIVE_WITH
p_1435,p_6982,74,RELATIVE_WITH
p_2805,p_47,52,RELATIVE_WITH
p_5802,p_3349,87,RELATIVE_WITH
p_899,p_2220,18,RELATIVE_WITH
p_900,p_9597,27,RELATIVE_WITH
p_5965,p_2768,47,RELATIVE_WITH
p_9217,p_161,11,RELATIVE_WITH
p_4416,p_3850,74,RELATIVE_WITH
p_6543,p_7747,93,RELATIVE_WITH
p_9711,p_3527,10,RELATIVE_WITH
p_975,p_1578,22,RELATIVE_WITH
p_34,p_7894,91,RELATIVE_WITH
p_437,p_1959,36,RELATIVE_WITH
p_2159,p_7941,13,RELATIVE_WITH
p_8603,p_7203,58,RELATIVE_WITH
p_3333,p_9240,46,RELATIVE_WITH
p_5871,p_7353,26,RELATIVE_WITH
p_3948,p_8136,37,RELATIVE_WITH
p_3431,p_8570,99,RELATIVE_WITH
p_2860,p_7225,53,RELATIVE_WITH
p_6148,p_131,70,RELATIVE_WITH
p_677,p_8885,78,RELATIVE_WITH
p_4592,p_1750,13,RELATIVE_WITH
p_1226,p_5322,64,RELATIVE_WITH
p_7314,p_7405,68,RELATIVE_WITH
p_4567,p_9405,52,RELATIVE_WITH
p_8429,p_9479,25,RELATIVE_WITH
p_5699,p_6909,5,RELATIVE_WITH
p_8152,p_1153,67,RELATIVE_WITH
p_8160,p_9566,51,RELATIVE_WITH
p_2346,p_4452,22,RELATIVE_WITH
p_8577,p_1163,59,RELATIVE_WITH
p_8418,p_8878,61,RELATIVE_WITH
p_9252,p_9635,8,RELATIVE_WITH
p_9517,p_5321,22,RELATIVE_WITH
p_8164,p_4592,85,RELATIVE_WITH
p_5230,p_5732,41,RELATIVE_WITH
p_4496,p_2513,17,RELATIVE_WITH
p_8703,p_3881,66,RELATIVE_WITH
p_8433,p_2861,3,RELATIVE_WITH
p_514,p_3625,53,RELATIVE_WITH
p_3332,p_5685,74,RELATIVE_WITH
p_8286,p_3767,49,RELATIVE_WITH
p_6055,p_6256,13,RELATIVE_WITH
p_6826,p_8226,40,RELATIVE_WITH
p_8886,p_6931,94,RELATIVE_WITH
p_4821,p_1820,86,RELATIVE_WITH
p_4930,p_4118,49,RELATIVE_WITH
p_7449,p_9278,12,RELATIVE_WITH
p_2104,p_9579,89,RELATIVE_WITH
p_6572,p_1480,35,RELATIVE_WITH
p_3956,p_8464,16,RELATIVE_WITH
p_2602,p_5795,29,RELATIVE_WITH
p_6812,p_7337,13,RELATIVE_WITH
p_232,p_7159,79,RELATIVE_WITH
p_4983,p_3133,32,RELATIVE_WITH
p_3245,p_6064,11,RELATIVE_WITH
p_9347,p_1030,67,RELATIVE_WITH
p_9899,p_7189,83,RELATIVE_WITH
p_6593,p_725,76,RELATIVE_WITH
p_6192,p_5490,27,RELATIVE_WITH
p_8627,p_1923,52,RELATIVE_WITH
p_2524,p_1798,40,RELATIVE_WITH
p_5083,p_2923,12,RELATIVE_WITH
p_971,p_162,76,RELATIVE_WITH
p_2387,p_1227,61,RELATIVE_WITH
p_1526,p_8081,17,RELATIVE_WITH
p_6114,p_8344,6,RELATIVE_WITH
p_2504,p_4985,44,RELATIVE_WITH
p_5239,p_7337,80,RELATIVE_WITH
p_5717,p_9848,47,RELATIVE_WITH
p_2779,p_9311,45,RELATIVE_WITH
p_1209,p_3499,2,RELATIVE_WITH
p_6038,p_3252,92,RELATIVE_WITH
p_2583,p_2160,55,RELATIVE_WITH
p_4990,p_5724,90,RELATIVE_WITH
p_9580,p_1813,20,RELATIVE_WITH
p_3373,p_3140,63,RELATIVE_WITH
p_2899,p_8831,85,RELATIVE_WITH
p_66,p_8461,76,RELATIVE_WITH
p_7206,p_4502,50,RELATIVE_WITH
p_2519,p_1646,37,RELATIVE_WITH
p_6718,p_3150,42,RELATIVE_WITH
p_3266,p_4681,89,RELATIVE_WITH
p_3925,p_7647,43,RELATIVE_WITH
p_6793,p_8564,56,RELATIVE_WITH
p_5652,p_8515,64,RELATIVE_WITH
p_3054,p_3295,54,RELATIVE_WITH
p_9586,p_3654,49,RELATIVE_WITH
p_387,p_3671,87,RELATIVE_WITH
p_8933,p_4653,69,RELATIVE_WITH
p_8744,p_6140,57,RELATIVE_WITH
p_3752,p_6597,77,RELATIVE_WITH
p_5158,p_6218,51,RELATIVE_WITH
p_7688,p_6741,67,RELATIVE_WITH
p_7871,p_6429,46,RELATIVE_WITH
p_1647,p_1036,88,RELATIVE_WITH
p_711,p_1487,54,RELATIVE_WITH
p_5674,p_8938,68,RELATIVE_WITH
p_2475,p_8763,83,RELATIVE_WITH
p_4561,p_5363,72,RELATIVE_WITH
p_6250,p_7554,79,RELATIVE_WITH
p_7040,p_5144,6,RELATIVE_WITH
p_338,p_8814,85,RELATIVE_WITH
p_1030,p_3193,73,RELATIVE_WITH
p_4084,p_1131,36,RELATIVE_WITH
p_4818,p_4054,31,RELATIVE_WITH
p_8013,p_1771,28,RELATIVE_WITH
p_676,p_1616,35,RELATIVE_WITH
p_3000,p_5291,34,RELATIVE_WITH
p_1310,p_9713,51,RELATIVE_WITH
p_507,p_7900,93,RELATIVE_WITH
p_5793,p_958,30,RELATIVE_WITH
p_8251,p_2548,70,RELATIVE_WITH
p_7372,p_3924,62,RELATIVE_WITH
p_1015,p_9988,83,RELATIVE_WITH
p_2927,p_9982,86,RELATIVE_WITH
p_882,p_6096,4,RELATIVE_WITH
p_4136,p_9509,32,RELATIVE_WITH
p_3274,p_6554,58,RELATIVE_WITH
p_1288,p_3404,33,RELATIVE_WITH
p_7746,p_5687,22,RELATIVE_WITH
p_4406,p_5072,34,RELATIVE_WITH
p_8033,p_6143,91,RELATIVE_WITH
p_3142,p_2897,19,RELATIVE_WITH
p_4748,p_1007,21,RELATIVE_WITH
p_4093,p_3923,68,RELATIVE_WITH
p_9815,p_5124,81,RELATIVE_WITH
p_9007,p_5521,63,RELATIVE_WITH
p_7478,p_8842,36,RELATIVE_WITH
p_6880,p_4804,64,RELATIVE_WITH
p_6265,p_8044,82,RELATIVE_WITH
p_1537,p_8886,27,RELATIVE_WITH
p_9519,p_6421,10,RELATIVE_WITH
p_5438,p_702,38,RELATIVE_WITH
p_4742,p_6919,29,RELATIVE_WITH
p_9802,p_3046,50,RELATIVE_WITH
p_3818,p_6089,94,RELATIVE_WITH
p_3869,p_4586,54,RELATIVE_WITH
p_9609,p_5117,9,RELATIVE_WITH
p_2703,p_365,45,RELATIVE_WITH
p_9949,p_9871,12,RELATIVE_WITH
p_7771,p_7793,59,RELATIVE_WITH
p_2180,p_9281,99,RELATIVE_WITH
p_5914,p_6846,76,RELATIVE_WITH
p_4200,p_9038,43,RELATIVE_WITH
p_1622,p_2850,76,RELATIVE_WITH
p_1389,p_3307,86,RELATIVE_WITH
p_9474,p_1566,1,RELATIVE_WITH
p_1607,p_5925,68,RELATIVE_WITH
p_5686,p_4699,79,RELATIVE_WITH
p_8508,p_807,94,RELATIVE_WITH
p_196,p_5512,9,RELATIVE_WITH
p_1915,p_1507,56,RELATIVE_WITH
p_1889,p_7796,7,RELATIVE_WITH
p_8089,p_4463,62,RELATIVE_WITH
p_7283,p_4723,51,RELATIVE_WITH
p_5714,p_9125,85,RELATIVE_WITH
p_710,p_8047,54,RELATIVE_WITH
p_2186,p_1785,47,RELATIVE_WITH
p_3566,p_5717,25,RELATIVE_WITH
p_4345,p_3714,10,RELATIVE_WITH
p_4932,p_312,93,RELATIVE_WITH
p_1708,p_6010,95,RELATIVE_WITH
p_8686,p_1995,88,RELATIVE_WITH
p_2469,p_2494,89,RELATIVE_WITH
p_4939,p_3078,8,RELATIVE_WITH
p_6738,p_7540,88,RELATIVE_WITH
p_4612,p_887,85,RELATIVE_WITH
p_1536,p_3633,66,RELATIVE_WITH
p_2342,p_5440,66,RELATIVE_WITH
p_2390,p_4445,22,RELATIVE_WITH
p_2512,p_1543,8,RELATIVE_WITH
p_9991,p_9760,31,RELATIVE_WITH
p_7352,p_4726,88,RELATIVE_WITH
p_3252,p_9686,58,RELATIVE_WITH
p_3310,p_5125,87,RELATIVE_WITH
p_1225,p_1894,51,RELATIVE_WITH
p_5088,p_7693,6,RELATIVE_WITH
p_8550,p_7686,94,RELATIVE_WITH
p_8417,p_5359,30,RELATIVE_WITH
p_5285,p_70,79,RELATIVE_WITH
p_5705,p_8429,20,RELATIVE_WITH
p_6059,p_9176,8,RELATIVE_WITH
p_9161,p_7765,51,RELATIVE_WITH
p_3088,p_7148,20,RELATIVE_WITH
p_7216,p_975,90,RELATIVE_WITH
p_6895,p_7383,54,RELATIVE_WITH
p_9673,p_8384,67,RELATIVE_WITH
p_9696,p_8238,88,RELATIVE_WITH
p_5252,p_6643,90,RELATIVE_WITH
p_2979,p_3406,78,RELATIVE_WITH
p_5560,p_2256,12,RELATIVE_WITH
